"","track_title","lyric","line","track_uri"
"1","You","You are",1,"1MyqLTRhgyWPw7v107BEuI"
"2","You","The sun and moon",2,"1MyqLTRhgyWPw7v107BEuI"
"3","You","And stars are you",3,"1MyqLTRhgyWPw7v107BEuI"
"4","You","And I could never run away",4,"1MyqLTRhgyWPw7v107BEuI"
"5","You","From you",5,"1MyqLTRhgyWPw7v107BEuI"
"6","You","You try",6,"1MyqLTRhgyWPw7v107BEuI"
"7","You","At working out chaotic things",7,"1MyqLTRhgyWPw7v107BEuI"
"8","You","And why",8,"1MyqLTRhgyWPw7v107BEuI"
"9","You","Should I believe myself, not you?",9,"1MyqLTRhgyWPw7v107BEuI"
"10","You","It's like",10,"1MyqLTRhgyWPw7v107BEuI"
"11","You","The world is going to end so soon",11,"1MyqLTRhgyWPw7v107BEuI"
"12","You","And why",12,"1MyqLTRhgyWPw7v107BEuI"
"13","You","Should I believe myself?",13,"1MyqLTRhgyWPw7v107BEuI"
"14","You","Ahhhh!",14,"1MyqLTRhgyWPw7v107BEuI"
"15","You","You, me and everything",15,"1MyqLTRhgyWPw7v107BEuI"
"16","You","Caught in the fire",16,"1MyqLTRhgyWPw7v107BEuI"
"17","You","I can see me drowning",17,"1MyqLTRhgyWPw7v107BEuI"
"18","You","Caught in the fire",18,"1MyqLTRhgyWPw7v107BEuI"
"19","You","You, me and everything",19,"1MyqLTRhgyWPw7v107BEuI"
"20","You","Caught in the fire",20,"1MyqLTRhgyWPw7v107BEuI"
"21","You","I can see me drowning",21,"1MyqLTRhgyWPw7v107BEuI"
"22","You","Caught in the fire",22,"1MyqLTRhgyWPw7v107BEuI"
"23","Creep","When you were here before",1,"6b2oQwSGFkzsMtQruIWm2p"
"24","Creep","Couldn't look you in the eye",2,"6b2oQwSGFkzsMtQruIWm2p"
"25","Creep","You're just like an angel",3,"6b2oQwSGFkzsMtQruIWm2p"
"26","Creep","Your skin makes me cry",4,"6b2oQwSGFkzsMtQruIWm2p"
"27","Creep","You float like a feather",5,"6b2oQwSGFkzsMtQruIWm2p"
"28","Creep","In a beautiful world",6,"6b2oQwSGFkzsMtQruIWm2p"
"29","Creep","I wish I was special",7,"6b2oQwSGFkzsMtQruIWm2p"
"30","Creep","You're so fucking special",8,"6b2oQwSGFkzsMtQruIWm2p"
"31","Creep","But I'm a creep",9,"6b2oQwSGFkzsMtQruIWm2p"
"32","Creep","I'm a weirdo",10,"6b2oQwSGFkzsMtQruIWm2p"
"33","Creep","What the hell am I doing here?",11,"6b2oQwSGFkzsMtQruIWm2p"
"34","Creep","I don't belong here",12,"6b2oQwSGFkzsMtQruIWm2p"
"35","Creep","I don't care if it hurts",13,"6b2oQwSGFkzsMtQruIWm2p"
"36","Creep","I want to have control",14,"6b2oQwSGFkzsMtQruIWm2p"
"37","Creep","I want a perfect body",15,"6b2oQwSGFkzsMtQruIWm2p"
"38","Creep","I want a perfect soul",16,"6b2oQwSGFkzsMtQruIWm2p"
"39","Creep","I want you to notice",17,"6b2oQwSGFkzsMtQruIWm2p"
"40","Creep","When I'm not around",18,"6b2oQwSGFkzsMtQruIWm2p"
"41","Creep","You're so fuckin' special",19,"6b2oQwSGFkzsMtQruIWm2p"
"42","Creep","I wish I was special",20,"6b2oQwSGFkzsMtQruIWm2p"
"43","Creep","But I'm a creep",21,"6b2oQwSGFkzsMtQruIWm2p"
"44","Creep","I'm a weirdo",22,"6b2oQwSGFkzsMtQruIWm2p"
"45","Creep","What the hell am I doing here?",23,"6b2oQwSGFkzsMtQruIWm2p"
"46","Creep","I don't belong here",24,"6b2oQwSGFkzsMtQruIWm2p"
"47","Creep","She's running out the door",25,"6b2oQwSGFkzsMtQruIWm2p"
"48","Creep","She's running out",26,"6b2oQwSGFkzsMtQruIWm2p"
"49","Creep","She run, run, run, run",27,"6b2oQwSGFkzsMtQruIWm2p"
"50","Creep","Run",28,"6b2oQwSGFkzsMtQruIWm2p"
"51","Creep","Whatever makes you happy",29,"6b2oQwSGFkzsMtQruIWm2p"
"52","Creep","Whatever you want",30,"6b2oQwSGFkzsMtQruIWm2p"
"53","Creep","You're so fuckin' special",31,"6b2oQwSGFkzsMtQruIWm2p"
"54","Creep","I wish I was special",32,"6b2oQwSGFkzsMtQruIWm2p"
"55","Creep","But I'm a creep",33,"6b2oQwSGFkzsMtQruIWm2p"
"56","Creep","I'm a weirdo",34,"6b2oQwSGFkzsMtQruIWm2p"
"57","Creep","What the hell am I doing here?",35,"6b2oQwSGFkzsMtQruIWm2p"
"58","Creep","I don't belong here",36,"6b2oQwSGFkzsMtQruIWm2p"
"59","Creep","I don't belong here",37,"6b2oQwSGFkzsMtQruIWm2p"
"60","How Do You?","He's bitter and twisted",1,"71wIOoaoVMUwskK5yCXZL4"
"61","How Do You?","He knows what he wants",2,"71wIOoaoVMUwskK5yCXZL4"
"62","How Do You?","He wants to be loved and he wants to belong",3,"71wIOoaoVMUwskK5yCXZL4"
"63","How Do You?","He wants us to listen, he wants us to weep",4,"71wIOoaoVMUwskK5yCXZL4"
"64","How Do You?","And he was a stupid baby who turned into a powerful freak",5,"71wIOoaoVMUwskK5yCXZL4"
"65","How Do You?","But how do you?",6,"71wIOoaoVMUwskK5yCXZL4"
"66","How Do You?","How do you?",7,"71wIOoaoVMUwskK5yCXZL4"
"67","How Do You?","How do you?",8,"71wIOoaoVMUwskK5yCXZL4"
"68","How Do You?","He lives with his mother",9,"71wIOoaoVMUwskK5yCXZL4"
"69","How Do You?","But we show him respect",10,"71wIOoaoVMUwskK5yCXZL4"
"70","How Do You?","He's a dangerous bigot, but we always forget",11,"71wIOoaoVMUwskK5yCXZL4"
"71","How Do You?","And he's just like his daddy because he cheats on his friends",12,"71wIOoaoVMUwskK5yCXZL4"
"72","How Do You?","And he steals and he bullies anyway that he can",13,"71wIOoaoVMUwskK5yCXZL4"
"73","How Do You?","But how do you?",14,"71wIOoaoVMUwskK5yCXZL4"
"74","How Do You?","How do you?",15,"71wIOoaoVMUwskK5yCXZL4"
"75","How Do You?","How do you?",16,"71wIOoaoVMUwskK5yCXZL4"
"76","Stop Whispering","And the wise man said I don't want to hear your voice",1,"2zYmvi3w2T8a9Ckrv21bvW"
"77","Stop Whispering","And the thin man said I don't want to hear your voice",2,"2zYmvi3w2T8a9Ckrv21bvW"
"78","Stop Whispering","And they're cursing me, and they won't let me be",3,"2zYmvi3w2T8a9Ckrv21bvW"
"79","Stop Whispering","And there's nothing to say, and there's nothing to do",4,"2zYmvi3w2T8a9Ckrv21bvW"
"80","Stop Whispering","Stop whispering, start shouting",5,"2zYmvi3w2T8a9Ckrv21bvW"
"81","Stop Whispering","Stop whispering, start shouting",6,"2zYmvi3w2T8a9Ckrv21bvW"
"82","Stop Whispering","And the mother say we spit on your son some more",7,"2zYmvi3w2T8a9Ckrv21bvW"
"83","Stop Whispering","And the buildings say we spit on your face some more",8,"2zYmvi3w2T8a9Ckrv21bvW"
"84","Stop Whispering","And the feeling is that there's something wrong",9,"2zYmvi3w2T8a9Ckrv21bvW"
"85","Stop Whispering","Because I can't find the words and I can't find the songs",10,"2zYmvi3w2T8a9Ckrv21bvW"
"86","Stop Whispering","Stop whispering, start shouting",11,"2zYmvi3w2T8a9Ckrv21bvW"
"87","Stop Whispering","Stop whispering, start shouting",12,"2zYmvi3w2T8a9Ckrv21bvW"
"88","Stop Whispering","Dear Sir, I have a complaint",13,"2zYmvi3w2T8a9Ckrv21bvW"
"89","Stop Whispering","Dear Sir, I have a complaint",14,"2zYmvi3w2T8a9Ckrv21bvW"
"90","Stop Whispering","Can't remember what it is",15,"2zYmvi3w2T8a9Ckrv21bvW"
"91","Stop Whispering","It doesn't matter anyway",16,"2zYmvi3w2T8a9Ckrv21bvW"
"92","Stop Whispering","It doesn't matter anyway",17,"2zYmvi3w2T8a9Ckrv21bvW"
"93","Stop Whispering","Stop whispering, start shouting",18,"2zYmvi3w2T8a9Ckrv21bvW"
"94","Stop Whispering","Stop whispering, start shouting",19,"2zYmvi3w2T8a9Ckrv21bvW"
"95","Thinking About You","Been thinking about you",1,"3ovbSnT5NNhl1gzMcw1NRZ"
"96","Thinking About You","Your records are here",2,"3ovbSnT5NNhl1gzMcw1NRZ"
"97","Thinking About You","Your eyes are on my wall",3,"3ovbSnT5NNhl1gzMcw1NRZ"
"98","Thinking About You","Your teeth are over there",4,"3ovbSnT5NNhl1gzMcw1NRZ"
"99","Thinking About You","But I'm still no one",5,"3ovbSnT5NNhl1gzMcw1NRZ"
"100","Thinking About You","And you're my star",6,"3ovbSnT5NNhl1gzMcw1NRZ"
"101","Thinking About You","What do you care?",7,"3ovbSnT5NNhl1gzMcw1NRZ"
"102","Thinking About You","Been thinking about you",8,"3ovbSnT5NNhl1gzMcw1NRZ"
"103","Thinking About You","And there's no rest",9,"3ovbSnT5NNhl1gzMcw1NRZ"
"104","Thinking About You","Should I still love you",10,"3ovbSnT5NNhl1gzMcw1NRZ"
"105","Thinking About You","Still see you in bed",11,"3ovbSnT5NNhl1gzMcw1NRZ"
"106","Thinking About You","But I'm playing with myself",12,"3ovbSnT5NNhl1gzMcw1NRZ"
"107","Thinking About You","And what do you care when the other men are far, far better?",13,"3ovbSnT5NNhl1gzMcw1NRZ"
"108","Thinking About You","All the things you've got",14,"3ovbSnT5NNhl1gzMcw1NRZ"
"109","Thinking About You","All the things you need",15,"3ovbSnT5NNhl1gzMcw1NRZ"
"110","Thinking About You","Who bought you cigarettes",16,"3ovbSnT5NNhl1gzMcw1NRZ"
"111","Thinking About You","Who bribed the company to come and see you, honey?",17,"3ovbSnT5NNhl1gzMcw1NRZ"
"112","Thinking About You","I've been thinking about you",18,"3ovbSnT5NNhl1gzMcw1NRZ"
"113","Thinking About You","So how can you sleep?",19,"3ovbSnT5NNhl1gzMcw1NRZ"
"114","Thinking About You","These people aren't your friends",20,"3ovbSnT5NNhl1gzMcw1NRZ"
"115","Thinking About You","They're paid to kiss your feet",21,"3ovbSnT5NNhl1gzMcw1NRZ"
"116","Thinking About You","They don't know what I know",22,"3ovbSnT5NNhl1gzMcw1NRZ"
"117","Thinking About You","And why should you care, when I'm not there?",23,"3ovbSnT5NNhl1gzMcw1NRZ"
"118","Thinking About You","Been thinking about you",24,"3ovbSnT5NNhl1gzMcw1NRZ"
"119","Thinking About You","And there's no rest",25,"3ovbSnT5NNhl1gzMcw1NRZ"
"120","Thinking About You","Should I still love you",26,"3ovbSnT5NNhl1gzMcw1NRZ"
"121","Thinking About You","Still see you in bed",27,"3ovbSnT5NNhl1gzMcw1NRZ"
"122","Thinking About You","But I'm playing with myself",28,"3ovbSnT5NNhl1gzMcw1NRZ"
"123","Thinking About You","And what do you care, when I'm not there?",29,"3ovbSnT5NNhl1gzMcw1NRZ"
"124","Thinking About You","All the things you've got",30,"3ovbSnT5NNhl1gzMcw1NRZ"
"125","Thinking About You","That you'll never need",31,"3ovbSnT5NNhl1gzMcw1NRZ"
"126","Thinking About You","All the things you've got",32,"3ovbSnT5NNhl1gzMcw1NRZ"
"127","Thinking About You","I've bled and I bleed to please you",33,"3ovbSnT5NNhl1gzMcw1NRZ"
"128","Thinking About You","Been thinking about you",34,"3ovbSnT5NNhl1gzMcw1NRZ"
"129","Anyone Can Play Guitar","Destiny, destiny protect me from the world",1,"4NUc1M0CS7b6zvWoyvibju"
"130","Anyone Can Play Guitar","Destiny, hold my hand protect me from the world",2,"4NUc1M0CS7b6zvWoyvibju"
"131","Anyone Can Play Guitar","Here we are with our running and confusion",3,"4NUc1M0CS7b6zvWoyvibju"
"132","Anyone Can Play Guitar","And I don't see no confusion anywhere",4,"4NUc1M0CS7b6zvWoyvibju"
"133","Anyone Can Play Guitar","And if the world does turn",5,"4NUc1M0CS7b6zvWoyvibju"
"134","Anyone Can Play Guitar","And if London burns",6,"4NUc1M0CS7b6zvWoyvibju"
"135","Anyone Can Play Guitar","I'll be standing on the beach with my guitar",7,"4NUc1M0CS7b6zvWoyvibju"
"136","Anyone Can Play Guitar","I wanna be in a band when I get to heaven",8,"4NUc1M0CS7b6zvWoyvibju"
"137","Anyone Can Play Guitar","Anyone can play guitar",9,"4NUc1M0CS7b6zvWoyvibju"
"138","Anyone Can Play Guitar","And they won't be a nothing anymore",10,"4NUc1M0CS7b6zvWoyvibju"
"139","Anyone Can Play Guitar","Grow my hair",11,"4NUc1M0CS7b6zvWoyvibju"
"140","Anyone Can Play Guitar","Grow my hair, I am Jim Morrison",12,"4NUc1M0CS7b6zvWoyvibju"
"141","Anyone Can Play Guitar","Grow my hair",13,"4NUc1M0CS7b6zvWoyvibju"
"142","Anyone Can Play Guitar","I wanna be wanna be wanna be Jim Morrison",14,"4NUc1M0CS7b6zvWoyvibju"
"143","Anyone Can Play Guitar","Here we are with our running and confusion",15,"4NUc1M0CS7b6zvWoyvibju"
"144","Anyone Can Play Guitar","And I don't see no confusion anywhere",16,"4NUc1M0CS7b6zvWoyvibju"
"145","Anyone Can Play Guitar","And if the world does turn",17,"4NUc1M0CS7b6zvWoyvibju"
"146","Anyone Can Play Guitar","And if London burns I'll be standing on the beach with my guitar",18,"4NUc1M0CS7b6zvWoyvibju"
"147","Anyone Can Play Guitar","I wanna be in a band when I get to heaven",19,"4NUc1M0CS7b6zvWoyvibju"
"148","Anyone Can Play Guitar","Anyone can play guitar",20,"4NUc1M0CS7b6zvWoyvibju"
"149","Anyone Can Play Guitar","And they won't be a nothing anymore",21,"4NUc1M0CS7b6zvWoyvibju"
"150","Ripcord","Soul destroyed with clever toys for little boys",1,"4nklmaiY4gfQI3SB1sLGsd"
"151","Ripcord","It's inevitable, inevitable, it's a soul destroyed",2,"4nklmaiY4gfQI3SB1sLGsd"
"152","Ripcord","You're free until you drop",3,"4nklmaiY4gfQI3SB1sLGsd"
"153","Ripcord","You're free until you've had enough",4,"4nklmaiY4gfQI3SB1sLGsd"
"154","Ripcord","But you don't understand",5,"4nklmaiY4gfQI3SB1sLGsd"
"155","Ripcord","You've no ripcord, no ripcord",6,"4nklmaiY4gfQI3SB1sLGsd"
"156","Ripcord","No ripcord, no ripcord",7,"4nklmaiY4gfQI3SB1sLGsd"
"157","Ripcord","Aeroplane, do I mean what I mean?",8,"4nklmaiY4gfQI3SB1sLGsd"
"158","Ripcord","It's inevitable, inevitable, oh aeroplane",9,"4nklmaiY4gfQI3SB1sLGsd"
"159","Ripcord","A thousand miles an hour",10,"4nklmaiY4gfQI3SB1sLGsd"
"160","Ripcord","And politics in power",11,"4nklmaiY4gfQI3SB1sLGsd"
"161","Ripcord","That you don't understand",12,"4nklmaiY4gfQI3SB1sLGsd"
"162","Ripcord","You've no ripcord, no ripcord",13,"4nklmaiY4gfQI3SB1sLGsd"
"163","Ripcord","No ripcord, no ripcord",14,"4nklmaiY4gfQI3SB1sLGsd"
"164","Ripcord","The answer to your prayers",15,"4nklmaiY4gfQI3SB1sLGsd"
"165","Ripcord","We'll drop you anywhere",16,"4nklmaiY4gfQI3SB1sLGsd"
"166","Ripcord","With no ripcord, no ripcord",17,"4nklmaiY4gfQI3SB1sLGsd"
"167","Ripcord","No ripcord, no ripcord",18,"4nklmaiY4gfQI3SB1sLGsd"
"168","Vegetable","I never wanted anything but this",1,"11qDTSr3Dj4TkPnBcIOqEJ"
"169","Vegetable","I worked hard, tried hard",2,"11qDTSr3Dj4TkPnBcIOqEJ"
"170","Vegetable","I ran around in domestic bliss",3,"11qDTSr3Dj4TkPnBcIOqEJ"
"171","Vegetable","I fought hard, died long",4,"11qDTSr3Dj4TkPnBcIOqEJ"
"172","Vegetable","Every time you're running out of here",5,"11qDTSr3Dj4TkPnBcIOqEJ"
"173","Vegetable","Every time you're running I get the fear",6,"11qDTSr3Dj4TkPnBcIOqEJ"
"174","Vegetable","I never wanted any broken bones",7,"11qDTSr3Dj4TkPnBcIOqEJ"
"175","Vegetable","Scarred face, no home",8,"11qDTSr3Dj4TkPnBcIOqEJ"
"176","Vegetable","Your words surround me and asphyxiate",9,"11qDTSr3Dj4TkPnBcIOqEJ"
"177","Vegetable","And I burn all hate",10,"11qDTSr3Dj4TkPnBcIOqEJ"
"178","Vegetable","Every time you're running out on me",11,"11qDTSr3Dj4TkPnBcIOqEJ"
"179","Vegetable","Every time you're running I can see",12,"11qDTSr3Dj4TkPnBcIOqEJ"
"180","Vegetable","I'm not a vegetable",13,"11qDTSr3Dj4TkPnBcIOqEJ"
"181","Vegetable","I will not control myself",14,"11qDTSr3Dj4TkPnBcIOqEJ"
"182","Vegetable","I spit on the hand that feeds me",15,"11qDTSr3Dj4TkPnBcIOqEJ"
"183","Vegetable","I will not control myself",16,"11qDTSr3Dj4TkPnBcIOqEJ"
"184","Vegetable","The waters spray, the waters run all over me",17,"11qDTSr3Dj4TkPnBcIOqEJ"
"185","Vegetable","The waters spray, the waters run",18,"11qDTSr3Dj4TkPnBcIOqEJ"
"186","Vegetable","And this time you're gonna pay",19,"11qDTSr3Dj4TkPnBcIOqEJ"
"187","Vegetable","I'm not a vegetable",20,"11qDTSr3Dj4TkPnBcIOqEJ"
"188","Vegetable","I will not control myself",21,"11qDTSr3Dj4TkPnBcIOqEJ"
"189","Vegetable","I spit on the hand that feeds me",22,"11qDTSr3Dj4TkPnBcIOqEJ"
"190","Vegetable","I will not control myself",23,"11qDTSr3Dj4TkPnBcIOqEJ"
"191","Prove Yourself","I can't afford to breathe in this time",1,"4D6ZExVvYLZxhcAvifX5px"
"192","Prove Yourself","Nowhere to sit without a gun in my hand",2,"4D6ZExVvYLZxhcAvifX5px"
"193","Prove Yourself","Hooked back up to the cathode ray",3,"4D6ZExVvYLZxhcAvifX5px"
"194","Prove Yourself","I'm better off dead, I'm better off dead",4,"4D6ZExVvYLZxhcAvifX5px"
"195","Prove Yourself","I'm better off",5,"4D6ZExVvYLZxhcAvifX5px"
"196","Prove Yourself","Prove yourself",6,"4D6ZExVvYLZxhcAvifX5px"
"197","Prove Yourself","Prove yourself",7,"4D6ZExVvYLZxhcAvifX5px"
"198","Prove Yourself","Prove yourself",8,"4D6ZExVvYLZxhcAvifX5px"
"199","Prove Yourself","I wanna breathe, I wanna grow",9,"4D6ZExVvYLZxhcAvifX5px"
"200","Prove Yourself","I'd say I want it but I don't know how",10,"4D6ZExVvYLZxhcAvifX5px"
"201","Prove Yourself","I work, I bleed, I beg and pray",11,"4D6ZExVvYLZxhcAvifX5px"
"202","Prove Yourself","But I'm better off dead, I'm better off dead",12,"4D6ZExVvYLZxhcAvifX5px"
"203","Prove Yourself","I'm better off",13,"4D6ZExVvYLZxhcAvifX5px"
"204","Prove Yourself","Prove yourself",14,"4D6ZExVvYLZxhcAvifX5px"
"205","Prove Yourself","Prove yourself",15,"4D6ZExVvYLZxhcAvifX5px"
"206","Prove Yourself","Prove yourself",16,"4D6ZExVvYLZxhcAvifX5px"
"207","Prove Yourself","I'm better off dead, I'm better off dead",17,"4D6ZExVvYLZxhcAvifX5px"
"208","Prove Yourself","I'm better off...",18,"4D6ZExVvYLZxhcAvifX5px"
"209","Prove Yourself","Prove yourself",19,"4D6ZExVvYLZxhcAvifX5px"
"210","Prove Yourself","Prove yourself",20,"4D6ZExVvYLZxhcAvifX5px"
"211","Prove Yourself","Prove yourself",21,"4D6ZExVvYLZxhcAvifX5px"
"212","Prove Yourself","Prove yourself",22,"4D6ZExVvYLZxhcAvifX5px"
"213","Prove Yourself","Why?",23,"4D6ZExVvYLZxhcAvifX5px"
"214","Prove Yourself","Prove yourself",24,"4D6ZExVvYLZxhcAvifX5px"
"215","Prove Yourself","Prove yourself",25,"4D6ZExVvYLZxhcAvifX5px"
"216","Prove Yourself","Prove yourself",26,"4D6ZExVvYLZxhcAvifX5px"
"217","Lurgee","I feel better",1,"2B5P22cfUadACK7jLQegU6"
"218","Lurgee","I feel better now you've gone",2,"2B5P22cfUadACK7jLQegU6"
"219","Lurgee","I got better",3,"2B5P22cfUadACK7jLQegU6"
"220","Lurgee","I got better, I got strong",4,"2B5P22cfUadACK7jLQegU6"
"221","Lurgee","I feel better",5,"2B5P22cfUadACK7jLQegU6"
"222","Lurgee","I feel better now there's nothing wrong",6,"2B5P22cfUadACK7jLQegU6"
"223","Lurgee","I got better",7,"2B5P22cfUadACK7jLQegU6"
"224","Lurgee","I got better, I got strong",8,"2B5P22cfUadACK7jLQegU6"
"225","Lurgee","Tell me something",9,"2B5P22cfUadACK7jLQegU6"
"226","Lurgee","Tell me something I don't know",10,"2B5P22cfUadACK7jLQegU6"
"227","Lurgee","Tell me one thing",11,"2B5P22cfUadACK7jLQegU6"
"228","Lurgee","Tell me one thing and let it go",12,"2B5P22cfUadACK7jLQegU6"
"229","Lurgee","I got something",13,"2B5P22cfUadACK7jLQegU6"
"230","Lurgee","I got something heaven knows",14,"2B5P22cfUadACK7jLQegU6"
"231","Lurgee","I got something",15,"2B5P22cfUadACK7jLQegU6"
"232","Lurgee","I got something I don't know",16,"2B5P22cfUadACK7jLQegU6"
"233","Blow Out","In my mind",1,"6qttbImnJ5wuA8AtDKEy18"
"234","Blow Out","And nailed into my heels",2,"6qttbImnJ5wuA8AtDKEy18"
"235","Blow Out","All the time",3,"6qttbImnJ5wuA8AtDKEy18"
"236","Blow Out","Killing what I feel",4,"6qttbImnJ5wuA8AtDKEy18"
"237","Blow Out","And everything I touch",5,"6qttbImnJ5wuA8AtDKEy18"
"238","Blow Out","(all wrapped up in cotton wool)",6,"6qttbImnJ5wuA8AtDKEy18"
"239","Blow Out","(all wrapped up in sugar-coated pills)",7,"6qttbImnJ5wuA8AtDKEy18"
"240","Blow Out","Turns to stone",8,"6qttbImnJ5wuA8AtDKEy18"
"241","Blow Out","And everything I touch",9,"6qttbImnJ5wuA8AtDKEy18"
"242","Blow Out","(all wrapped up in cotton wool)",10,"6qttbImnJ5wuA8AtDKEy18"
"243","Blow Out","(all wrapped up in sugar-coated pills)",11,"6qttbImnJ5wuA8AtDKEy18"
"244","Blow Out","Turns to stone",12,"6qttbImnJ5wuA8AtDKEy18"
"245","Blow Out","I am fused",13,"6qttbImnJ5wuA8AtDKEy18"
"246","Blow Out","Just in case I blow out",14,"6qttbImnJ5wuA8AtDKEy18"
"247","Blow Out","I am glued",15,"6qttbImnJ5wuA8AtDKEy18"
"248","Blow Out","Just in case I crack out",16,"6qttbImnJ5wuA8AtDKEy18"
"249","Blow Out","And everything I touch",17,"6qttbImnJ5wuA8AtDKEy18"
"250","Blow Out","Turns to stone",18,"6qttbImnJ5wuA8AtDKEy18"
"251","Blow Out","Everything I touch",19,"6qttbImnJ5wuA8AtDKEy18"
"252","Blow Out","(all wrapped up in cotton wool)",20,"6qttbImnJ5wuA8AtDKEy18"
"253","Blow Out","(all wrapped up in sugar-coated pills)",21,"6qttbImnJ5wuA8AtDKEy18"
"254","Blow Out","Turns to stone",22,"6qttbImnJ5wuA8AtDKEy18"
"255","Planet Telex","You can force it but it will not come",1,"05evePUsIT1cmIURp1hgu6"
"256","Planet Telex","You can taste it but it will not form",2,"05evePUsIT1cmIURp1hgu6"
"257","Planet Telex","You can crush it but it's always here",3,"05evePUsIT1cmIURp1hgu6"
"258","Planet Telex","You can crush it but it's always near",4,"05evePUsIT1cmIURp1hgu6"
"259","Planet Telex","Chasing you home",5,"05evePUsIT1cmIURp1hgu6"
"260","Planet Telex","Saying",6,"05evePUsIT1cmIURp1hgu6"
"261","Planet Telex","Everything is broken",7,"05evePUsIT1cmIURp1hgu6"
"262","Planet Telex","Everyone is broken",8,"05evePUsIT1cmIURp1hgu6"
"263","Planet Telex","You can force it but it will stay stung",9,"05evePUsIT1cmIURp1hgu6"
"264","Planet Telex","You can crush it as dry as a bone",10,"05evePUsIT1cmIURp1hgu6"
"265","Planet Telex","You can walk it home straight from school",11,"05evePUsIT1cmIURp1hgu6"
"266","Planet Telex","You can kiss it, you can break all the rules",12,"05evePUsIT1cmIURp1hgu6"
"267","Planet Telex","All of the rules",13,"05evePUsIT1cmIURp1hgu6"
"268","Planet Telex","But still",14,"05evePUsIT1cmIURp1hgu6"
"269","Planet Telex","Everything is broken",15,"05evePUsIT1cmIURp1hgu6"
"270","Planet Telex","Everyone is broken",16,"05evePUsIT1cmIURp1hgu6"
"271","Planet Telex","Everyone is, everyone is broken",17,"05evePUsIT1cmIURp1hgu6"
"272","Planet Telex","Everyone is, everything is broken",18,"05evePUsIT1cmIURp1hgu6"
"273","Planet Telex","Why can't you forget?",19,"05evePUsIT1cmIURp1hgu6"
"274","Planet Telex","Why can't we forget?",20,"05evePUsIT1cmIURp1hgu6"
"275","Planet Telex","Why can't you forget?",21,"05evePUsIT1cmIURp1hgu6"
"276","The Bends","Where do we go from here?",1,"3aDUSpF3LexOr1lFKvPV2h"
"277","The Bends","The words are coming out all weird",2,"3aDUSpF3LexOr1lFKvPV2h"
"278","The Bends","Where are you now",3,"3aDUSpF3LexOr1lFKvPV2h"
"279","The Bends","When I need you?",4,"3aDUSpF3LexOr1lFKvPV2h"
"280","The Bends","Alone on an airplane",5,"3aDUSpF3LexOr1lFKvPV2h"
"281","The Bends","Falling asleep against the window pane",6,"3aDUSpF3LexOr1lFKvPV2h"
"282","The Bends","My blood will thicken",7,"3aDUSpF3LexOr1lFKvPV2h"
"283","The Bends","I need to wash myself again",8,"3aDUSpF3LexOr1lFKvPV2h"
"284","The Bends","To hide all the dirt and pain",9,"3aDUSpF3LexOr1lFKvPV2h"
"285","The Bends","Cause I'd be scared that there's nothing underneath",10,"3aDUSpF3LexOr1lFKvPV2h"
"286","The Bends","But who are my real friends?",11,"3aDUSpF3LexOr1lFKvPV2h"
"287","The Bends","Have they all got the bends?",12,"3aDUSpF3LexOr1lFKvPV2h"
"288","The Bends","Am I really sinking this low?",13,"3aDUSpF3LexOr1lFKvPV2h"
"289","The Bends","My baby's got the bends",14,"3aDUSpF3LexOr1lFKvPV2h"
"290","The Bends","Oh no",15,"3aDUSpF3LexOr1lFKvPV2h"
"291","The Bends","We don't have any real friends",16,"3aDUSpF3LexOr1lFKvPV2h"
"292","The Bends","No, no, no",17,"3aDUSpF3LexOr1lFKvPV2h"
"293","The Bends","Just lying in the bar with my drip feed on",18,"3aDUSpF3LexOr1lFKvPV2h"
"294","The Bends","Talking to my girlfriend, waiting for something to happen",19,"3aDUSpF3LexOr1lFKvPV2h"
"295","The Bends","I wish it was the '60s, I wish I could be happy",20,"3aDUSpF3LexOr1lFKvPV2h"
"296","The Bends","I wish, I wish",21,"3aDUSpF3LexOr1lFKvPV2h"
"297","The Bends","I wish that something would happen",22,"3aDUSpF3LexOr1lFKvPV2h"
"298","The Bends","Where do we go from here?",23,"3aDUSpF3LexOr1lFKvPV2h"
"299","The Bends","The planet is a gunboat in a sea of fear",24,"3aDUSpF3LexOr1lFKvPV2h"
"300","The Bends","And where are you?",25,"3aDUSpF3LexOr1lFKvPV2h"
"301","The Bends","They brought in the CIA",26,"3aDUSpF3LexOr1lFKvPV2h"
"302","The Bends","The tanks and the whole marines",27,"3aDUSpF3LexOr1lFKvPV2h"
"303","The Bends","To blow me away",28,"3aDUSpF3LexOr1lFKvPV2h"
"304","The Bends","To blow me sky high",29,"3aDUSpF3LexOr1lFKvPV2h"
"305","The Bends","My baby's got the bends",30,"3aDUSpF3LexOr1lFKvPV2h"
"306","The Bends","We don't have any real friends",31,"3aDUSpF3LexOr1lFKvPV2h"
"307","The Bends","Just lying in the bar with my drip feed on",32,"3aDUSpF3LexOr1lFKvPV2h"
"308","The Bends","Talking to my girlfriend, waiting for something to happen",33,"3aDUSpF3LexOr1lFKvPV2h"
"309","The Bends","I wish it was the '60s, I wish I could be happy",34,"3aDUSpF3LexOr1lFKvPV2h"
"310","The Bends","I wish, I wish",35,"3aDUSpF3LexOr1lFKvPV2h"
"311","The Bends","I wish that something would happen",36,"3aDUSpF3LexOr1lFKvPV2h"
