"album_uri","album_name","album_img","album_release_date","album_release_year","album_popularity","track_name","track_uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","key_mode","track_popularity","artist_name"
"139","4ofcDz8nQjiI0DQnfBiLgj","All The People... Blur Live At Hyde Park 02/07/2009","https://i.scdn.co/image/a02ef5e63a733589c5954e057623699cd6144b41","2009-11-23",2009-11-23,15,"Popscene - Live in Hyde Park, London 02/07/2009","5TksHeoyMWvjIoHxWAV0Az",0.325,0.989,"F",-4.127,"major",0.096,0.000409,0.00664,0.915,0.0374,102.432,177480,4,"F major",3,"Blur"
"140","6diVUnzy1ywAePlFIx7ivV","All The People... Blur Live At Hyde Park 03/07/2009","https://i.scdn.co/image/82b34684eaef283ad9dff53a64169baf91e3f174","2009-11-23",2009-11-23,11,"She's So High - Live In Hyde Park, London 3/7/09","44M8BD5v2ADR5dPSx57xEC",0.0632,0.991,"G",-4.703,"major",0.274,0.00223,0.000845,0.938,0.0379,190.915,319707,4,"G major",5,"Blur"
"141","6diVUnzy1ywAePlFIx7ivV","All The People... Blur Live At Hyde Park 03/07/2009","https://i.scdn.co/image/82b34684eaef283ad9dff53a64169baf91e3f174","2009-11-23",2009-11-23,11,"Girls And Boys - Live In Hyde Park, London 3/7/09","5fR1Sa1kmtb2vNSrG4Zjf5",0.268,0.966,"D#",-4.268,"minor",0.175,0.000493,0.0719,0.982,0.23,129.466,279987,4,"D# minor",5,"Blur"
"142","6diVUnzy1ywAePlFIx7ivV","All The People... Blur Live At Hyde Park 03/07/2009","https://i.scdn.co/image/82b34684eaef283ad9dff53a64169baf91e3f174","2009-11-23",2009-11-23,11,"Tracy Jacks - Live In Hyde Park, London 3/7/09","5QRIJhWiHsdL2u9trRZ7bw",0.219,0.989,"E",-4.572,"major",0.289,0.0121,1.21e-06,0.942,0.0645,128.126,272013,4,"E major",4,"Blur"
"143","6diVUnzy1ywAePlFIx7ivV","All The People... Blur Live At Hyde Park 03/07/2009","https://i.scdn.co/image/82b34684eaef283ad9dff53a64169baf91e3f174","2009-11-23",2009-11-23,11,"There's No Other Way - Live In Hyde Park, London 3/7/09","0FiKgbOBp6GKCshwlxMMPB",0.262,0.993,"D",-5.129,"major",0.305,0.00127,0.0432,0.972,0.123,130.565,235293,4,"D major",4,"Blur"
"144","6diVUnzy1ywAePlFIx7ivV","All The People... Blur Live At Hyde Park 03/07/2009","https://i.scdn.co/image/82b34684eaef283ad9dff53a64169baf91e3f174","2009-11-23",2009-11-23,11,"Jubilee - Live In Hyde Park, London 3/7/09","6ldJ0GaGIDj2IfIik1MVke",0.159,0.99,"D",-4.226,"minor",0.149,0.00254,0.000236,0.964,0.0473,156.001,191800,4,"D minor",3,"Blur"
"145","6diVUnzy1ywAePlFIx7ivV","All The People... Blur Live At Hyde Park 03/07/2009","https://i.scdn.co/image/82b34684eaef283ad9dff53a64169baf91e3f174","2009-11-23",2009-11-23,11,"Bad Head - Live In Hyde Park, London 3/7/09","0DkdBihKubGqDoRB4kNlB2",0.282,0.896,"G",-6.582,"major",0.13,0.062,0.00434,0.97,0.249,119.025,239547,4,"G major",3,"Blur"
"146","6diVUnzy1ywAePlFIx7ivV","All The People... Blur Live At Hyde Park 03/07/2009","https://i.scdn.co/image/82b34684eaef283ad9dff53a64169baf91e3f174","2009-11-23",2009-11-23,11,"Beetlebum - Live In Hyde Park, London 3/7/09","074k75OTaQRJfxvzKPKKTd",0.162,0.942,"C",-5.412,"major",0.251,0.0841,0.0904,0.886,0.145,185.277,420800,4,"C major",4,"Blur"
"147","6diVUnzy1ywAePlFIx7ivV","All The People... Blur Live At Hyde Park 03/07/2009","https://i.scdn.co/image/82b34684eaef283ad9dff53a64169baf91e3f174","2009-11-23",2009-11-23,11,"Out Of Time - Live In Hyde Park, London 3/7/09","71scZm3spbL4CNheN0MwBX",0.237,0.817,"C",-7.569,"major",0.0576,0.341,0.565,0.969,0.21,146.54,233587,4,"C major",3,"Blur"
"148","6diVUnzy1ywAePlFIx7ivV","All The People... Blur Live At Hyde Park 03/07/2009","https://i.scdn.co/image/82b34684eaef283ad9dff53a64169baf91e3f174","2009-11-23",2009-11-23,11,"Trimm Trabb - Live In Hyde Park, London 3/7/09","13Gwa7GtPKJQL1eHOmcyTq",0.27,0.976,"F",-5.713,"major",0.147,0.0141,0.719,0.935,0.15,113.036,314987,4,"F major",3,"Blur"
"149","6diVUnzy1ywAePlFIx7ivV","All The People... Blur Live At Hyde Park 03/07/2009","https://i.scdn.co/image/82b34684eaef283ad9dff53a64169baf91e3f174","2009-11-23",2009-11-23,11,"Coffee & TV - Live In Hyde Park, London 3/7/09","39hDrxkjJQVPBvr6C1Hf7D",0.301,0.967,"C#",-4.91,"minor",0.13,0.000104,0.0763,0.946,0.389,129.331,327853,4,"C# minor",3,"Blur"
"150","6diVUnzy1ywAePlFIx7ivV","All The People... Blur Live At Hyde Park 03/07/2009","https://i.scdn.co/image/82b34684eaef283ad9dff53a64169baf91e3f174","2009-11-23",2009-11-23,11,"Tender - Live In Hyde Park, London 3/7/09","41QWqDY7VicvwIM2VzhDP5",0.138,0.783,"A",-5.756,"major",0.0551,0.0284,0.00104,0.717,0.383,79.225,565093,4,"A major",4,"Blur"
"151","6diVUnzy1ywAePlFIx7ivV","All The People... Blur Live At Hyde Park 03/07/2009","https://i.scdn.co/image/82b34684eaef283ad9dff53a64169baf91e3f174","2009-11-23",2009-11-23,11,"Country House - Live In Hyde Park, London 3/7/09","4lCHxitAsrWMLRXWRbKAZX",0.126,0.984,"A",-6.88,"major",0.277,0.0023,0.000157,0.989,0.112,175.395,318427,4,"A major",4,"Blur"
"152","6diVUnzy1ywAePlFIx7ivV","All The People... Blur Live At Hyde Park 03/07/2009","https://i.scdn.co/image/82b34684eaef283ad9dff53a64169baf91e3f174","2009-11-23",2009-11-23,11,"Oily Water - Live In Hyde Park, London 3/7/09","4nIiCJiBMRKl9vuUgjG267",0.0969,0.995,"E",-5.315,"major",0.196,0.000167,0.858,0.487,0.0583,208.829,275493,4,"E major",3,"Blur"
"153","6diVUnzy1ywAePlFIx7ivV","All The People... Blur Live At Hyde Park 03/07/2009","https://i.scdn.co/image/82b34684eaef283ad9dff53a64169baf91e3f174","2009-11-23",2009-11-23,11,"Chemical World - Live In Hyde Park, London 3/7/09","6MB7TgYjXmcOEiDH2oBRTp",0.11,0.968,"A",-6.562,"major",0.255,0.00345,0.00736,0.954,0.145,170.269,282467,4,"A major",2,"Blur"
"154","6diVUnzy1ywAePlFIx7ivV","All The People... Blur Live At Hyde Park 03/07/2009","https://i.scdn.co/image/82b34684eaef283ad9dff53a64169baf91e3f174","2009-11-23",2009-11-23,11,"Sunday Sunday - Live In Hyde Park, London 3/7/09","6lzm4WfTxa3HGu4PGyEmkC",0.158,0.982,"E",-5.723,"minor",0.117,0.000196,0.000883,0.859,0.136,133.573,181360,4,"E minor",2,"Blur"
"155","6diVUnzy1ywAePlFIx7ivV","All The People... Blur Live At Hyde Park 03/07/2009","https://i.scdn.co/image/82b34684eaef283ad9dff53a64169baf91e3f174","2009-11-23",2009-11-23,11,"Parklife - Live In Hyde Park, London 3/7/09","4ZD7b4UsiVhywA4Is5Sg6y",0.123,0.993,"E",-5.525,"major",0.485,0.0239,0,0.956,0.0496,164.452,217467,4,"E major",3,"Blur"
"156","6diVUnzy1ywAePlFIx7ivV","All The People... Blur Live At Hyde Park 03/07/2009","https://i.scdn.co/image/82b34684eaef283ad9dff53a64169baf91e3f174","2009-11-23",2009-11-23,11,"End Of A Century - Live In Hyde Park, London 3/7/09","5i06tX7J8HuvCQYltGvtZs",0.154,0.846,"C",-7.268,"major",0.0792,0.0477,3.96e-06,0.971,0.408,162.005,185747,4,"C major",3,"Blur"
"157","6diVUnzy1ywAePlFIx7ivV","All The People... Blur Live At Hyde Park 03/07/2009","https://i.scdn.co/image/82b34684eaef283ad9dff53a64169baf91e3f174","2009-11-23",2009-11-23,11,"To The End - Live In Hyde Park, London 3/7/09","1sw9Cg8YOytCTl1euFMtUE",0.412,0.782,"A",-7.504,"major",0.0396,0.00913,0.00103,0.968,0.522,95.815,264667,4,"A major",3,"Blur"
"158","6diVUnzy1ywAePlFIx7ivV","All The People... Blur Live At Hyde Park 03/07/2009","https://i.scdn.co/image/82b34684eaef283ad9dff53a64169baf91e3f174","2009-11-23",2009-11-23,11,"This Is A Low - Live In Hyde Park, London 3/7/09","4rLslJfiNKy74IZN0eTo7d",0.0826,0.925,"B",-8.197,"minor",0.325,0.299,0.0152,0.813,0.041,186.496,526200,4,"B minor",3,"Blur"
"159","6diVUnzy1ywAePlFIx7ivV","All The People... Blur Live At Hyde Park 03/07/2009","https://i.scdn.co/image/82b34684eaef283ad9dff53a64169baf91e3f174","2009-11-23",2009-11-23,11,"Popscene - Live In Hyde Park, London 3/7/09","6bjlxRgsn34EpyKM5hfxZA",0.288,0.995,"F",-6.017,"major",0.104,1.37e-05,0.00151,0.448,0.0384,101.898,175587,4,"F major",2,"Blur"
"160","7xxg6PunBVeuTliClh4H5p","Parklive","https://i.scdn.co/image/8af8547b504735209d400b1d808ddb87f387e090","2012-08-13",2012-08-13,40,"Girls and Boys - Live","6ozrF5an6pSGmzDIHqHPp9",0.383,0.977,"F",-5.284,"minor",0.198,0.0015,0.585,0.959,0.122,126.051,307413,4,"F minor",32,"Blur"
"161","7xxg6PunBVeuTliClh4H5p","Parklive","https://i.scdn.co/image/8af8547b504735209d400b1d808ddb87f387e090","2012-08-13",2012-08-13,40,"London Loves - Live","1YCd0o2Tu6QCkfLMWvSroz",0.56,0.979,"B",-5.267,"minor",0.1,0.00276,0.00374,0.963,0.289,121.394,212813,4,"B minor",27,"Blur"
"162","7xxg6PunBVeuTliClh4H5p","Parklive","https://i.scdn.co/image/8af8547b504735209d400b1d808ddb87f387e090","2012-08-13",2012-08-13,40,"Tracy Jacks - Live","63rczSfbTmCRnpTBYP84UH",0.363,0.95,"C#",-4.769,"minor",0.154,0.0104,4.05e-06,0.951,0.188,121.526,266240,4,"C# minor",27,"Blur"
"163","7xxg6PunBVeuTliClh4H5p","Parklive","https://i.scdn.co/image/8af8547b504735209d400b1d808ddb87f387e090","2012-08-13",2012-08-13,40,"Jubilee - Live","7H21GqYTUqYCReQeDKIGFk",0.359,0.991,"D",-4.979,"major",0.167,0.00267,0.0918,0.958,0.133,146.717,180400,4,"D major",26,"Blur"
"164","7xxg6PunBVeuTliClh4H5p","Parklive","https://i.scdn.co/image/8af8547b504735209d400b1d808ddb87f387e090","2012-08-13",2012-08-13,40,"Beetlebum - Live","5OyHfqM1ugznka3t5kAhhD",0.2,0.844,"C",-6.429,"major",0.0594,0.0252,0.322,0.843,0.253,168.309,360693,4,"C major",30,"Blur"
"165","7xxg6PunBVeuTliClh4H5p","Parklive","https://i.scdn.co/image/8af8547b504735209d400b1d808ddb87f387e090","2012-08-13",2012-08-13,40,"Coffee and TV - Live","2A4SDH0zwHkUgi6UDl4Ebl",0.374,0.962,"C#",-7.976,"minor",0.0676,0.00636,0.00863,0.995,0.348,129.743,298147,4,"C# minor",29,"Blur"
"166","7xxg6PunBVeuTliClh4H5p","Parklive","https://i.scdn.co/image/8af8547b504735209d400b1d808ddb87f387e090","2012-08-13",2012-08-13,40,"Out of Time - Live","6W5mtOsmPCF7p98YZFjXAY",0.393,0.715,"C",-10.588,"major",0.0495,0.397,0.042,0.976,0.223,138.825,282733,4,"C major",26,"Blur"
"167","7xxg6PunBVeuTliClh4H5p","Parklive","https://i.scdn.co/image/8af8547b504735209d400b1d808ddb87f387e090","2012-08-13",2012-08-13,40,"Young and Lovely - Live","2izxocYAf9Lgd5Mi0uiaDn",0.304,0.718,"B",-7.871,"minor",0.0447,0.365,0.00142,0.967,0.313,172.666,312560,4,"B minor",25,"Blur"
"168","7xxg6PunBVeuTliClh4H5p","Parklive","https://i.scdn.co/image/8af8547b504735209d400b1d808ddb87f387e090","2012-08-13",2012-08-13,40,"Trimm Trabb - Live","2iOs80pA9WL8Yib8kECfKQ",0.332,0.76,"F",-7.534,"major",0.0579,0.00902,0.362,0.168,0.158,106.827,328827,4,"F major",24,"Blur"
"169","7xxg6PunBVeuTliClh4H5p","Parklive","https://i.scdn.co/image/8af8547b504735209d400b1d808ddb87f387e090","2012-08-13",2012-08-13,40,"Caramel - Live","5d6x7wKPETJgoS6TxuVmdq",0.235,0.38,"A",-10.913,"minor",0.0356,0.46,0.413,0.745,0.105,76.27,304587,3,"A minor",23,"Blur"
"170","7xxg6PunBVeuTliClh4H5p","Parklive","https://i.scdn.co/image/8af8547b504735209d400b1d808ddb87f387e090","2012-08-13",2012-08-13,40,"Sunday Sunday - Live","7JfURkmDKgAHlU79g3Hmdt",0.234,0.95,"B",-5.541,"minor",0.143,0.00339,0.0663,0.967,0.285,126.836,214373,4,"B minor",23,"Blur"
"171","7xxg6PunBVeuTliClh4H5p","Parklive","https://i.scdn.co/image/8af8547b504735209d400b1d808ddb87f387e090","2012-08-13",2012-08-13,40,"Country House - Live","2RxFajnzOlwpxnZwomBbXT",0.173,0.959,"A",-5.074,"major",0.0883,0.0153,0.0406,0.995,0.26,176.007,268173,4,"A major",29,"Blur"
"172","7xxg6PunBVeuTliClh4H5p","Parklive","https://i.scdn.co/image/8af8547b504735209d400b1d808ddb87f387e090","2012-08-13",2012-08-13,40,"Parklife (feat. Phil Daniels) [Live]","0UKul8rikQF7Mu1FIO2CEk",0.265,0.985,"A",-4.785,"major",0.401,0.0458,0,0.966,0.152,78.366,224907,4,"A major",29,"Blur"
"173","7xxg6PunBVeuTliClh4H5p","Parklive","https://i.scdn.co/image/8af8547b504735209d400b1d808ddb87f387e090","2012-08-13",2012-08-13,40,"Colin Zeal - Live","7ow9R5Mu2fbLvHxKZ3mkov",0.259,0.9,"A",-6.4,"minor",0.0888,0.00373,0.023,0.756,0.377,139.845,198547,4,"A minor",23,"Blur"
"174","7xxg6PunBVeuTliClh4H5p","Parklive","https://i.scdn.co/image/8af8547b504735209d400b1d808ddb87f387e090","2012-08-13",2012-08-13,40,"Popscene - Live","6REr13IJyevCXOlHIddms2",0.183,0.959,"A",-5.749,"major",0.139,0.000333,0.858,0.612,0.122,95.851,230720,4,"A major",22,"Blur"
"175","7xxg6PunBVeuTliClh4H5p","Parklive","https://i.scdn.co/image/8af8547b504735209d400b1d808ddb87f387e090","2012-08-13",2012-08-13,40,"Advert - Live","69P4uBrGBeuZkcgczBfNYl",0.199,0.956,"B",-6.089,"minor",0.301,0.00142,0.0232,0.951,0.222,167.544,268053,4,"B minor",22,"Blur"
"176","7xxg6PunBVeuTliClh4H5p","Parklive","https://i.scdn.co/image/8af8547b504735209d400b1d808ddb87f387e090","2012-08-13",2012-08-13,40,"Song 2 - Live","3NyDGO0NDM7MTAbDFhgOpW",0.335,0.97,"C#",-6.607,"major",0.297,0.00232,0.709,0.122,0.0802,143.516,170373,4,"C# major",40,"Blur"
"177","7xxg6PunBVeuTliClh4H5p","Parklive","https://i.scdn.co/image/8af8547b504735209d400b1d808ddb87f387e090","2012-08-13",2012-08-13,40,"No Distance Left to Run - Live","32u6SA4XoRU5zXrZWoUeCM",0.342,0.224,"E",-14.154,"major",0.0296,0.878,0.0207,0.706,0.0989,146.751,237627,3,"E major",24,"Blur"
"178","7xxg6PunBVeuTliClh4H5p","Parklive","https://i.scdn.co/image/8af8547b504735209d400b1d808ddb87f387e090","2012-08-13",2012-08-13,40,"Tender - Live","62FWFbrEgS77Aup3vwQFkE",0.36,0.664,"A",-7.364,"major",0.0409,0.33,0,0.7,0.238,80.525,549267,4,"A major",29,"Blur"
"179","7xxg6PunBVeuTliClh4H5p","Parklive","https://i.scdn.co/image/8af8547b504735209d400b1d808ddb87f387e090","2012-08-13",2012-08-13,40,"This Is a Low - Live","5kugUfJ2vv5TiDQvrd1SWZ",0.238,0.853,"A",-8.967,"major",0.18,0.288,0.172,0.798,0.216,87.147,478240,4,"A major",23,"Blur"
"180","5xXVH18zf3cRPqoe8LmQW2","The Magic Whip","https://i.scdn.co/image/83c4f90ba6a0fcff09f5b8abb1c9120adec26321","2015-04-27",2015-04-27,19,"Lonesome Street","4Zrttsv22Wz1S8tD28Fzxj",0.661,0.932,"E",-5.092,"major",0.0659,0.186,0.000378,0.0789,0.379,101.012,262720,4,"E major",14,"Blur"
"181","5xXVH18zf3cRPqoe8LmQW2","The Magic Whip","https://i.scdn.co/image/83c4f90ba6a0fcff09f5b8abb1c9120adec26321","2015-04-27",2015-04-27,19,"New World Towers","6Xoq03tavpRELRBOZejFNU",0.679,0.517,"A",-8.083,"minor",0.0311,0.796,0.000101,0.0843,0.402,124.926,243627,4,"A minor",9,"Blur"
"182","5xXVH18zf3cRPqoe8LmQW2","The Magic Whip","https://i.scdn.co/image/83c4f90ba6a0fcff09f5b8abb1c9120adec26321","2015-04-27",2015-04-27,19,"Go Out","2tqw1eGLTeV2I4OxHtoObx",0.625,0.936,"A",-3.357,"minor",0.0439,0.00578,0,0.146,0.644,119.985,280052,4,"A minor",11,"Blur"
"183","5xXVH18zf3cRPqoe8LmQW2","The Magic Whip","https://i.scdn.co/image/83c4f90ba6a0fcff09f5b8abb1c9120adec26321","2015-04-27",2015-04-27,19,"Ice Cream Man","0fwfgrp9KBe3WVVRIKTtM9",0.721,0.635,"A",-7.111,"minor",0.0312,0.425,0.32,0.127,0.683,78.997,205200,4,"A minor",11,"Blur"
"184","5xXVH18zf3cRPqoe8LmQW2","The Magic Whip","https://i.scdn.co/image/83c4f90ba6a0fcff09f5b8abb1c9120adec26321","2015-04-27",2015-04-27,19,"Thought I Was A Spaceman","4g3VcLs5P2f2fHwGNR2odC",0.655,0.649,"C",-8.377,"major",0.03,0.261,0.659,0.0929,0.331,110.03,376213,4,"C major",10,"Blur"
"185","5xXVH18zf3cRPqoe8LmQW2","The Magic Whip","https://i.scdn.co/image/83c4f90ba6a0fcff09f5b8abb1c9120adec26321","2015-04-27",2015-04-27,19,"I Broadcast","41YoMHoL57qP1EIfjAxi84",0.64,0.981,"G",-3.757,"major",0.0764,0.0467,0.000959,0.263,0.689,140.012,171747,4,"G major",7,"Blur"
"186","5xXVH18zf3cRPqoe8LmQW2","The Magic Whip","https://i.scdn.co/image/83c4f90ba6a0fcff09f5b8abb1c9120adec26321","2015-04-27",2015-04-27,19,"My Terracotta Heart","1zSx36AwKmSJzFHkDLd7CE",0.806,0.633,"A",-6.089,"minor",0.0314,0.434,0.000474,0.129,0.64,124.999,245027,4,"A minor",8,"Blur"
"187","5xXVH18zf3cRPqoe8LmQW2","The Magic Whip","https://i.scdn.co/image/83c4f90ba6a0fcff09f5b8abb1c9120adec26321","2015-04-27",2015-04-27,19,"There Are Too Many Of Us","4o59a5rgHVA0Ji6KOk9QxJ",0.716,0.631,"E",-5.274,"minor",0.0259,0.067,0.427,0.115,0.754,110.027,265494,4,"E minor",7,"Blur"
"188","5xXVH18zf3cRPqoe8LmQW2","The Magic Whip","https://i.scdn.co/image/83c4f90ba6a0fcff09f5b8abb1c9120adec26321","2015-04-27",2015-04-27,19,"Ghost Ship","53EAwaxwQA0pDE8k9n5CfH",0.803,0.722,"D",-6.421,"major",0.0377,0.0324,0.00264,0.0763,0.857,139.981,299133,4,"D major",24,"Blur"
"189","5xXVH18zf3cRPqoe8LmQW2","The Magic Whip","https://i.scdn.co/image/83c4f90ba6a0fcff09f5b8abb1c9120adec26321","2015-04-27",2015-04-27,19,"Pyongyang","2c7fCI9tcRQhAoMQXguf14",0.56,0.649,"C#",-5.515,"major",0.0254,0.0619,0.201,0.321,0.227,97.51,347160,4,"C# major",7,"Blur"
"190","5xXVH18zf3cRPqoe8LmQW2","The Magic Whip","https://i.scdn.co/image/83c4f90ba6a0fcff09f5b8abb1c9120adec26321","2015-04-27",2015-04-27,19,"Ong Ong","0pWlQq2LSBleEOSe4TlM2v",0.661,0.809,"C",-4.584,"major",0.0248,0.134,2.7e-05,0.107,0.949,96.01,188800,4,"C major",11,"Blur"
"191","5xXVH18zf3cRPqoe8LmQW2","The Magic Whip","https://i.scdn.co/image/83c4f90ba6a0fcff09f5b8abb1c9120adec26321","2015-04-27",2015-04-27,19,"Mirrorball","4B0M2QXssXt06QODCNiRk5",0.541,0.674,"E",-4.917,"minor",0.0285,0.000176,0.00277,0.125,0.409,127.027,228147,4,"E minor",6,"Blur"
"192","5xXVH18zf3cRPqoe8LmQW2","The Magic Whip","https://i.scdn.co/image/83c4f90ba6a0fcff09f5b8abb1c9120adec26321","2015-04-27",2015-04-27,19,"Y'All Doomed","3c9RxtXNU7OFQwcQkaj0Ix",0.52,0.572,"A",-8.008,"minor",0.0347,0.000152,0.752,0.0421,0.345,178.07,237667,4,"A minor",5,"Blur"
"1","0YOTy70NrfSFvKAbzLY9GF","Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered)","https://i.scdn.co/image/da52890cb7139d215dd18c0dce3a42da79c97ea5","2002",2002-01-01,56,"Untitled","754cLTbgHNJDIKDxjDsMkI",0.202,0.79,"G#",-5.199,"major",0.0321,0.00233,0.722,0.0768,0.0919,91.623,236667,4,"G# major",51,"Interpol"
"2","0YOTy70NrfSFvKAbzLY9GF","Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered)","https://i.scdn.co/image/da52890cb7139d215dd18c0dce3a42da79c97ea5","2002",2002-01-01,56,"Obstacle 1","7wvtiQ3o8ELEmk2NjSSPpX",0.371,0.941,"F",-4.783,"major",0.0602,5.21e-05,0.676,0.0732,0.386,120.499,251547,4,"F major",59,"Interpol"
"3","0YOTy70NrfSFvKAbzLY9GF","Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered)","https://i.scdn.co/image/da52890cb7139d215dd18c0dce3a42da79c97ea5","2002",2002-01-01,56,"NYC","2ZBYcZBEjn3Mih9ItJx6jT",0.171,0.753,"C",-4.871,"major",0.0312,0.0141,0.0481,0.11,0.284,77.76,259373,4,"C major",48,"Interpol"
"4","0YOTy70NrfSFvKAbzLY9GF","Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered)","https://i.scdn.co/image/da52890cb7139d215dd18c0dce3a42da79c97ea5","2002",2002-01-01,56,"PDA","4Jcg7RJGHyCOjvALY6NAkx",0.239,0.902,"F#",-5.696,"minor",0.071,2.73e-05,0.837,0.083,0.22,137.989,300053,4,"F# minor",45,"Interpol"
"5","0YOTy70NrfSFvKAbzLY9GF","Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered)","https://i.scdn.co/image/da52890cb7139d215dd18c0dce3a42da79c97ea5","2002",2002-01-01,56,"Say Hello to the Angels","4qXWCtkUQw1PbQOhzxONqn",0.319,0.879,"A",-5.505,"minor",0.0377,3.54e-05,0.891,0.0917,0.269,103.926,268453,4,"A minor",49,"Interpol"
"6","0YOTy70NrfSFvKAbzLY9GF","Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered)","https://i.scdn.co/image/da52890cb7139d215dd18c0dce3a42da79c97ea5","2002",2002-01-01,56,"Hands Away","0QBVrYh1Gt9GCLCuCSRZqW",0.382,0.789,"A",-9.383,"minor",0.0328,0.357,0.858,0.0756,0.326,128.303,185627,4,"A minor",38,"Interpol"
"7","0YOTy70NrfSFvKAbzLY9GF","Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered)","https://i.scdn.co/image/da52890cb7139d215dd18c0dce3a42da79c97ea5","2002",2002-01-01,56,"Obstacle 2","2u3r3EHLwRMWMQcuiOO1fr",0.401,0.914,"D",-5.466,"major",0.0436,1.65e-05,0.68,0.384,0.502,116.113,227080,4,"D major",48,"Interpol"
"8","0YOTy70NrfSFvKAbzLY9GF","Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered)","https://i.scdn.co/image/da52890cb7139d215dd18c0dce3a42da79c97ea5","2002",2002-01-01,56,"Stella Was a Diver and She Was Always Down","7Fz5UcHhAVxrlpEYxbGpy1",0.417,0.845,"F",-5.502,"major",0.031,0.0142,0.809,0.221,0.454,114.467,388067,4,"F major",51,"Interpol"
"9","0YOTy70NrfSFvKAbzLY9GF","Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered)","https://i.scdn.co/image/da52890cb7139d215dd18c0dce3a42da79c97ea5","2002",2002-01-01,56,"Roland","2VfeUNBQWqWDXD20hctfEV",0.267,0.967,"E",-4.852,"minor",0.0609,3e-05,0.702,0.0911,0.266,145.543,215520,4,"E minor",39,"Interpol"
"10","0YOTy70NrfSFvKAbzLY9GF","Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered)","https://i.scdn.co/image/da52890cb7139d215dd18c0dce3a42da79c97ea5","2002",2002-01-01,56,"The New","5bmLW1h16jxvCWHxnk7otj",0.35,0.824,"G",-6.74,"major",0.035,0.000863,0.827,0.294,0.265,112.52,367360,4,"G major",46,"Interpol"
"11","0YOTy70NrfSFvKAbzLY9GF","Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered)","https://i.scdn.co/image/da52890cb7139d215dd18c0dce3a42da79c97ea5","2002",2002-01-01,56,"Leif Erikson","0QzYTFFTHn37TH4JOJV9PZ",0.525,0.756,"G",-7.376,"major",0.0246,0.06,0.564,0.0858,0.618,108.513,240000,4,"G major",41,"Interpol"
"12","0YOTy70NrfSFvKAbzLY9GF","Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered)","https://i.scdn.co/image/da52890cb7139d215dd18c0dce3a42da79c97ea5","2002",2002-01-01,56,"Interlude (B-Side)","0lPwqpvJQkUIkjD8JrpJO4",0.496,0.514,"D",-14.515,"major",0.0318,0.000162,0.433,0.772,0.547,93.795,60853,1,"D major",33,"Interpol"
"13","0YOTy70NrfSFvKAbzLY9GF","Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered)","https://i.scdn.co/image/da52890cb7139d215dd18c0dce3a42da79c97ea5","2002",2002-01-01,56,"Specialist (B-Side)","44GWMwaMAFG2ShPwAkQOqx",0.352,0.837,"A",-7.522,"minor",0.0364,0.0119,0.037,0.0933,0.548,111.174,399507,4,"A minor",40,"Interpol"
"14","0YOTy70NrfSFvKAbzLY9GF","Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered)","https://i.scdn.co/image/da52890cb7139d215dd18c0dce3a42da79c97ea5","2002",2002-01-01,56,"PDA (First Demo)","7MVzSrJ3swvGIpsSDWR6c1",0.275,0.933,"D",-5.47,"major",0.0344,0.00136,0.0917,0.338,0.776,146.404,284093,4,"D major",33,"Interpol"
"15","0YOTy70NrfSFvKAbzLY9GF","Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered)","https://i.scdn.co/image/da52890cb7139d215dd18c0dce3a42da79c97ea5","2002",2002-01-01,56,"Roland (First Demo)","5BXYbnShLHdsAexJ8pNpMw",0.33,0.959,"C",-5.923,"major",0.0467,0.00123,0.731,0.156,0.174,140.223,224307,4,"C major",31,"Interpol"
"16","0YOTy70NrfSFvKAbzLY9GF","Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered)","https://i.scdn.co/image/da52890cb7139d215dd18c0dce3a42da79c97ea5","2002",2002-01-01,56,"Get The Girls/Song 5 (First Demo)","5jUYbXdqWRzph2pm31WB3d",0.364,0.982,"D",-5.634,"major",0.0486,0.00113,0.844,0.336,0.706,150.213,227093,4,"D major",30,"Interpol"
"17","0YOTy70NrfSFvKAbzLY9GF","Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered)","https://i.scdn.co/image/da52890cb7139d215dd18c0dce3a42da79c97ea5","2002",2002-01-01,56,"Precipitate (Second Demo)","6PzsrV4Df8tq15BEqRnv0B",0.335,0.809,"C",-4.53,"major",0.0325,0.0272,0.475,0.0787,0.497,116.587,333173,4,"C major",32,"Interpol"
