"album_uri","album_name","album_img","album_release_date","album_release_year","album_popularity","track_name","track_uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","key_mode","track_popularity","artist_name"
"36","0sDw2mDnEYvVAnc2ac6BTy","Separations","https://i.scdn.co/image/50bbbbb9998eb43843c8d53c46bc40006629d9dc","1992-01-01",1992-01-01,22,"Down By The River","3ZMjgBCdA3236OIk9idzZJ",0.557,0.281,"B",-16.345,"minor",0.0287,0.00847,0.00205,0.153,0.315,106.5,219667,3,"B minor",14,"Pulp"
"37","0sDw2mDnEYvVAnc2ac6BTy","Separations","https://i.scdn.co/image/50bbbbb9998eb43843c8d53c46bc40006629d9dc","1992-01-01",1992-01-01,22,"Countdown","6RerkHposk2NExA5ZqztHY",0.762,0.639,"C",-14.431,"major",0.0411,0.0117,0.109,0.0716,0.914,119.075,307600,4,"C major",16,"Pulp"
"38","0sDw2mDnEYvVAnc2ac6BTy","Separations","https://i.scdn.co/image/50bbbbb9998eb43843c8d53c46bc40006629d9dc","1992-01-01",1992-01-01,22,"My Legendary Girlfriend","6F2kv1PcP7KtNRflgWXLHB",0.609,0.556,"C",-15.44,"major",0.0391,0.000124,0.528,0.123,0.75,129.659,411733,4,"C major",15,"Pulp"
"39","0sDw2mDnEYvVAnc2ac6BTy","Separations","https://i.scdn.co/image/50bbbbb9998eb43843c8d53c46bc40006629d9dc","1992-01-01",1992-01-01,22,"Death II","0BVB1nHV639j4nl6uwsgKG",0.716,0.553,"D",-14.332,"minor",0.033,0.0395,0.0927,0.111,0.96,124.437,336133,4,"D minor",23,"Pulp"
"40","0sDw2mDnEYvVAnc2ac6BTy","Separations","https://i.scdn.co/image/50bbbbb9998eb43843c8d53c46bc40006629d9dc","1992-01-01",1992-01-01,22,"This House Is Condemned","1AsMdFVytSS5u8fOEevx9v",0.727,0.616,"G",-19.162,"major",0.0518,0.00154,0.345,0.0693,0.728,119.735,472800,4,"G major",12,"Pulp"
"41","2HyDLO6tHAOx2QiQr9RLCf","His N Hers","https://i.scdn.co/image/b352dec60d88c8c18af9590295f829b8851fd3cb","1994-04-18",1994-04-18,49,"Joyriders","2F7YEAkDRGuPNX2WdIEIuo",0.3,0.701,"C",-6.115,"major",0.0358,0.101,5.07e-05,0.37,0.316,97.391,205293,4,"C major",31,"Pulp"
"42","2HyDLO6tHAOx2QiQr9RLCf","His N Hers","https://i.scdn.co/image/b352dec60d88c8c18af9590295f829b8851fd3cb","1994-04-18",1994-04-18,49,"Lipgloss","1h9GNQ3aCkQyMAaM40a5xU",0.296,0.941,"C",-4.872,"major",0.0632,0.128,6.23e-05,0.0833,0.465,135.105,214533,4,"C major",35,"Pulp"
"43","2HyDLO6tHAOx2QiQr9RLCf","His N Hers","https://i.scdn.co/image/b352dec60d88c8c18af9590295f829b8851fd3cb","1994-04-18",1994-04-18,49,"Acrylic Afternoons","5mJTv6ZRyjLdzSwMirJ7qS",0.55,0.696,"A",-9.594,"minor",0.0885,0.000542,0.000532,0.158,0.263,143.393,249382,4,"A minor",27,"Pulp"
"44","2HyDLO6tHAOx2QiQr9RLCf","His N Hers","https://i.scdn.co/image/b352dec60d88c8c18af9590295f829b8851fd3cb","1994-04-18",1994-04-18,49,"Have You Seen Her Lately?","4tvQNzT0gpfENRbW0abkit",0.287,0.69,"F",-7.565,"major",0.0394,0.0314,0.000129,0.184,0.231,121.676,251307,4,"F major",28,"Pulp"
"45","2HyDLO6tHAOx2QiQr9RLCf","His N Hers","https://i.scdn.co/image/b352dec60d88c8c18af9590295f829b8851fd3cb","1994-04-18",1994-04-18,49,"Babies","4j3obTRIyR7QzvdeQz9vaO",0.307,0.839,"D",-6.563,"major",0.0753,0.108,2.02e-06,0.0829,0.61,156.268,244827,4,"D major",55,"Pulp"
"46","2HyDLO6tHAOx2QiQr9RLCf","His N Hers","https://i.scdn.co/image/b352dec60d88c8c18af9590295f829b8851fd3cb","1994-04-18",1994-04-18,49,"She's A Lady","1IO8AA2cSPTPG8HpFiHPHr",0.572,0.796,"B",-7.447,"major",0.0599,0.0456,0.00446,0.155,0.293,125.713,349267,4,"B major",30,"Pulp"
"47","2HyDLO6tHAOx2QiQr9RLCf","His N Hers","https://i.scdn.co/image/b352dec60d88c8c18af9590295f829b8851fd3cb","1994-04-18",1994-04-18,49,"Happy Endings","5yjKWD8yEufEzUQrQhr0CI",0.318,0.643,"D",-7.57,"major",0.0329,0.0597,0,0.0848,0.247,90.643,297707,4,"D major",25,"Pulp"
"48","2HyDLO6tHAOx2QiQr9RLCf","His N Hers","https://i.scdn.co/image/b352dec60d88c8c18af9590295f829b8851fd3cb","1994-04-18",1994-04-18,49,"Do You Remember The First Time?","0txLC5NA64M8siGn3mnET0",0.399,0.894,"G",-5.683,"minor",0.0472,0.0415,0,0.133,0.222,131.841,262827,4,"G minor",52,"Pulp"
"49","2HyDLO6tHAOx2QiQr9RLCf","His N Hers","https://i.scdn.co/image/b352dec60d88c8c18af9590295f829b8851fd3cb","1994-04-18",1994-04-18,49,"Pink Glove","1pWNYcXIr97LPoYyrg4gNz",0.556,0.648,"C#",-6.466,"major",0.0467,0.0808,3.39e-05,0.118,0.169,129.933,286707,4,"C# major",33,"Pulp"
"50","2HyDLO6tHAOx2QiQr9RLCf","His N Hers","https://i.scdn.co/image/b352dec60d88c8c18af9590295f829b8851fd3cb","1994-04-18",1994-04-18,49,"Someone Like The Moon","3ZC8rTabR4E2S4s8LEQsEa",0.152,0.426,"A#",-10.046,"major",0.036,0.000905,0.0777,0.138,0.0508,80.82,257773,1,"A# major",22,"Pulp"
"51","2HyDLO6tHAOx2QiQr9RLCf","His N Hers","https://i.scdn.co/image/b352dec60d88c8c18af9590295f829b8851fd3cb","1994-04-18",1994-04-18,49,"David's Last Summer","67emeXGAacTijR3Nm8OoQX",0.501,0.684,"A",-10.528,"major",0.0356,0.0674,0.669,0.34,0.287,134.824,421000,4,"A major",22,"Pulp"
"52","2HyDLO6tHAOx2QiQr9RLCf","His N Hers","https://i.scdn.co/image/b352dec60d88c8c18af9590295f829b8851fd3cb","1994-04-18",1994-04-18,49,"Live On - BBC Mark Goodier Session","0Q9AHz0SNWdQVKsaNAQt0r",0.377,0.825,"A",-7.73,"minor",0.169,0.0238,1.09e-05,0.141,0.601,131.336,235360,4,"A minor",19,"Pulp"
"53","2HyDLO6tHAOx2QiQr9RLCf","His N Hers","https://i.scdn.co/image/b352dec60d88c8c18af9590295f829b8851fd3cb","1994-04-18",1994-04-18,49,"You're not Blind - demo previously unreleased","7dl9HYs5p74K70Xc98WKHG",0.394,0.77,"D",-6.667,"major",0.0392,0.000658,0.091,0.408,0.345,145.807,222760,4,"D major",18,"Pulp"
"54","2HyDLO6tHAOx2QiQr9RLCf","His N Hers","https://i.scdn.co/image/b352dec60d88c8c18af9590295f829b8851fd3cb","1994-04-18",1994-04-18,49,"Space - BBC Hit The North Session soundcheck","0NsHIgDILQBCpWIlKeiQEU",0.159,0.71,"A",-9.193,"minor",0.0478,0.0144,0.0626,0.226,0.262,158.398,206760,4,"A minor",15,"Pulp"
"55","2HyDLO6tHAOx2QiQr9RLCf","His N Hers","https://i.scdn.co/image/b352dec60d88c8c18af9590295f829b8851fd3cb","1994-04-18",1994-04-18,49,"The Boss - demo previously unreleased","7t1kmj23KgGlHLcNCIR9YH",0.276,0.958,"C",-4.793,"major",0.0679,0.00461,2.87e-06,0.306,0.505,164.917,156773,4,"C major",17,"Pulp"
"56","2HyDLO6tHAOx2QiQr9RLCf","His N Hers","https://i.scdn.co/image/b352dec60d88c8c18af9590295f829b8851fd3cb","1994-04-18",1994-04-18,49,"Watching Nicky - demo previously unreleased","37NqT2OndgJjUueb53Wa6S",0.366,0.811,"A",-6.627,"major",0.0517,0.106,4.91e-05,0.126,0.777,148.15,182467,4,"A major",16,"Pulp"
"57","2HyDLO6tHAOx2QiQr9RLCf","His N Hers","https://i.scdn.co/image/b352dec60d88c8c18af9590295f829b8851fd3cb","1994-04-18",1994-04-18,49,"Frightened - demo previously unreleased","0czIFpvYtcMaoTy46alm8W",0.248,0.754,"D",-5.39,"major",0.0436,0.00139,0,0.345,0.362,156.701,216000,4,"D major",15,"Pulp"
"58","2HyDLO6tHAOx2QiQr9RLCf","His N Hers","https://i.scdn.co/image/b352dec60d88c8c18af9590295f829b8851fd3cb","1994-04-18",1994-04-18,49,"Your Sister's Clothes","6J577haIPgzkWrJLl6TIbQ",0.518,0.829,"A",-5.705,"minor",0.036,0.0533,0,0.233,0.49,129.726,279373,4,"A minor",17,"Pulp"
"59","2HyDLO6tHAOx2QiQr9RLCf","His N Hers","https://i.scdn.co/image/b352dec60d88c8c18af9590295f829b8851fd3cb","1994-04-18",1994-04-18,49,"Seconds","5j2W9gvoVQ7gtiPSJSQ2MF",0.49,0.718,"A",-6.762,"minor",0.0395,0.0134,2.66e-05,0.208,0.349,145.991,259000,4,"A minor",20,"Pulp"
"60","2HyDLO6tHAOx2QiQr9RLCf","His N Hers","https://i.scdn.co/image/b352dec60d88c8c18af9590295f829b8851fd3cb","1994-04-18",1994-04-18,49,"His 'n' Hers","2QAwomxTvAFtwvPsmD2uPZ",0.493,0.573,"E",-8.735,"minor",0.0351,0.00832,0.0107,0.0618,0.283,122.816,377800,4,"E minor",20,"Pulp"
"61","3ly9T2L4pqTZijFgQssd3x","Different Class","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,58,"Mis-Shapes","7IgHTB9VMPwziPobbBbgfq",0.321,0.854,"D",-6.658,"major",0.067,0.0141,0,0.416,0.627,147.57,226560,4,"D major",43,"Pulp"
"62","3ly9T2L4pqTZijFgQssd3x","Different Class","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,58,"Pencil Skirt","1pZcZCFoz8uJvLH2Hg3iEd",0.482,0.52,"G",-10.872,"major",0.0326,0.0397,0.00136,0.398,0.552,97.151,191307,4,"G major",37,"Pulp"
"63","3ly9T2L4pqTZijFgQssd3x","Different Class","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,58,"Common People","2fXKyAyPrEa24c6PJyqznF",0.323,0.803,"C",-9.034,"major",0.0408,0.00562,5.9e-05,0.073,0.54,144.271,351693,4,"C major",65,"Pulp"
"64","3ly9T2L4pqTZijFgQssd3x","Different Class","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,58,"I Spy","0NWnWSkFT6p01JDgmQxbTT",0.521,0.87,"C",-8.176,"minor",0.0653,0.00148,0.0649,0.0848,0.168,129.906,355200,4,"C minor",37,"Pulp"
"65","3ly9T2L4pqTZijFgQssd3x","Different Class","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,58,"Disco 2000","2aC8wwfrM0YeTAzzk8hxqC",0.562,0.894,"G",-7.524,"minor",0.0667,0.0156,0,0.0529,0.578,133.169,273573,4,"G minor",60,"Pulp"
"66","3ly9T2L4pqTZijFgQssd3x","Different Class","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,58,"Live Bed Show","1GhXBQUNGCPKku01faaMQi",0.372,0.673,"G",-9.166,"major",0.0374,0.00369,1.27e-05,0.111,0.322,94.761,209827,4,"G major",37,"Pulp"
"67","3ly9T2L4pqTZijFgQssd3x","Different Class","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,58,"Something Changed","05FgZdqxXg40X0WG8MmWMA",0.528,0.686,"G",-8.358,"major",0.0309,0.0258,0.0149,0.357,0.433,120.557,198600,4,"G major",48,"Pulp"
"68","3ly9T2L4pqTZijFgQssd3x","Different Class","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,58,"Sorted For E's & Wizz","6OiWR0dBoVnd0NpD0kCijF",0.455,0.78,"C",-9.366,"major",0.0606,0.275,4.25e-06,0.358,0.468,93.356,227840,4,"C major",45,"Pulp"
"69","3ly9T2L4pqTZijFgQssd3x","Different Class","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,58,"F.E.E.L.I.N.G.C.A.L.L.E.D.L.O.V.E.","2BpRBPregNPge2fwfs7t38",0.396,0.536,"A",-10.279,"minor",0.0476,0.0193,0.00387,0.0783,0.477,136.612,361360,4,"A minor",37,"Pulp"
"70","3ly9T2L4pqTZijFgQssd3x","Different Class","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,58,"Underwear","5pcDlqgygjWQ75QYLM7mdL",0.285,0.626,"A",-9.356,"major",0.0305,0.127,5.4e-06,0.114,0.233,97.632,246307,4,"A major",47,"Pulp"
"71","3ly9T2L4pqTZijFgQssd3x","Different Class","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,58,"Monday Morning","2nBPqKLFQUeBQhs03cKGU3",0.359,0.723,"F#",-7.86,"minor",0.0412,0.000828,0.0885,0.0976,0.71,147.362,258392,4,"F# minor",35,"Pulp"
"72","3ly9T2L4pqTZijFgQssd3x","Different Class","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,58,"Bar Italia","3gP3IeMlNNb98geUB7SpPE",0.461,0.559,"F",-7.994,"major",0.0403,0.411,5.2e-05,0.15,0.143,123.963,222333,1,"F major",39,"Pulp"
"73","1wDUCt2Jqcn4qKLnDdkMXh","Different Class / Deluxe Edition","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,51,"Mis-Shapes","0sZegarQ8wpfPtbr3NFQiL",0.322,0.895,"D",-5.109,"major",0.0909,0.0157,0,0.496,0.653,147.308,226560,4,"D major",31,"Pulp"
"74","1wDUCt2Jqcn4qKLnDdkMXh","Different Class / Deluxe Edition","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,51,"Pencil Skirt","5UJuqfDwAO542z3pNUOI9R",0.479,0.585,"G",-9.156,"major",0.0333,0.0292,0.00291,0.285,0.573,96.897,191267,4,"G major",25,"Pulp"
"75","1wDUCt2Jqcn4qKLnDdkMXh","Different Class / Deluxe Edition","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,51,"Common People","6Bsi1zAdGd9nLai1fPJMhw",0.321,0.832,"C",-7.384,"major",0.0415,0.00569,2.88e-05,0.0778,0.504,144.224,350373,4,"C major",57,"Pulp"
"76","1wDUCt2Jqcn4qKLnDdkMXh","Different Class / Deluxe Edition","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,51,"I Spy","0m9LXnfr34qCkARk3Fzm7U",0.52,0.905,"C",-6.545,"minor",0.0542,0.00198,0.0486,0.084,0.175,129.882,355267,4,"C minor",26,"Pulp"
"77","1wDUCt2Jqcn4qKLnDdkMXh","Different Class / Deluxe Edition","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,51,"Disco 2000","48nfjq644cod3jFR0gpSuU",0.566,0.93,"G",-5.76,"minor",0.0772,0.015,0,0.0617,0.566,133.113,273733,4,"G minor",53,"Pulp"
"78","1wDUCt2Jqcn4qKLnDdkMXh","Different Class / Deluxe Edition","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,51,"Live Bed Show","59KKSwFjYGSSNzE1pJPCxi",0.383,0.738,"A",-7.433,"minor",0.0384,0.00488,4.29e-05,0.138,0.311,95.007,209600,4,"A minor",24,"Pulp"
"79","1wDUCt2Jqcn4qKLnDdkMXh","Different Class / Deluxe Edition","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,51,"Something Changed","7bMzmTr9ZDGEiAq3r9u3mR",0.546,0.733,"G",-6.551,"major",0.0308,0.0198,0.00614,0.257,0.487,120.564,198800,4,"G major",40,"Pulp"
"80","1wDUCt2Jqcn4qKLnDdkMXh","Different Class / Deluxe Edition","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,51,"Sorted For E's & Wizz","5rhlGI1uMKzJHfIDPlfHLw",0.513,0.836,"C",-7.76,"major",0.0674,0.255,4.5e-06,0.375,0.485,93.746,227733,4,"C major",38,"Pulp"
"81","1wDUCt2Jqcn4qKLnDdkMXh","Different Class / Deluxe Edition","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,51,"F.E.E.L.I.N.G.C.A.L.L.E.D.L.O.V.E.","0qrxxEm70UymIENSorOndB",0.404,0.574,"A",-8.766,"minor",0.0493,0.0199,0.00492,0.0628,0.49,136.695,361163,4,"A minor",25,"Pulp"
"82","1wDUCt2Jqcn4qKLnDdkMXh","Different Class / Deluxe Edition","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,51,"Underwear","3dtmDx6RRl2hgFxQaqGap3",0.277,0.672,"A",-7.676,"major",0.0328,0.127,1.35e-06,0.11,0.258,97.022,246360,4,"A major",38,"Pulp"
"83","1wDUCt2Jqcn4qKLnDdkMXh","Different Class / Deluxe Edition","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,51,"Monday Morning","1SKhChT91MX6o5gT59Gflm",0.353,0.771,"F#",-6.261,"minor",0.0384,0.000662,0.0493,0.129,0.743,146.409,256840,4,"F# minor",22,"Pulp"
"84","1wDUCt2Jqcn4qKLnDdkMXh","Different Class / Deluxe Edition","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,51,"Bar Italia","01HraRiyqu51c9bafDTg5W",0.438,0.597,"F",-6.255,"major",0.0406,0.395,5.17e-05,0.158,0.109,124.58,223267,1,"F major",26,"Pulp"
"85","1wDUCt2Jqcn4qKLnDdkMXh","Different Class / Deluxe Edition","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,51,"Common People - Live Glastonbury Festival","05TWNShnPLgOutwhXQFycC",0.168,0.939,"C",-5.119,"major",0.118,0.00975,0.00192,0.982,0.326,79.459,457360,4,"C major",26,"Pulp"
"86","1wDUCt2Jqcn4qKLnDdkMXh","Different Class / Deluxe Edition","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,51,"Mile End","3DYnqG3jqB1bijSKsJzuzG",0.605,0.737,"F",-8.917,"major",0.0428,0.158,0.000254,0.0989,0.375,98.428,270800,4,"F major",46,"Pulp"
"87","1wDUCt2Jqcn4qKLnDdkMXh","Different Class / Deluxe Edition","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,51,"P.T.A. - Parent Teacher Association","57YcRRGmZ46dzumd4hUPYQ",0.445,0.872,"G",-5.452,"major",0.0404,0.0321,3.12e-05,0.33,0.81,152.06,195773,4,"G major",21,"Pulp"
"88","1wDUCt2Jqcn4qKLnDdkMXh","Different Class / Deluxe Edition","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,51,"Ansaphone - Demo previously unreleased","60d37Gxx8O05CH7E2JyN9z",0.331,0.486,"C",-7.452,"major",0.04,0.292,0,0.384,0.336,184.954,246360,4,"C major",21,"Pulp"
"89","1wDUCt2Jqcn4qKLnDdkMXh","Different Class / Deluxe Edition","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,51,"Paula - demo previously unreleased","20vx29gP11iGJBlnr22Nz0",0.497,0.752,"C",-5.839,"major",0.0393,0.239,1.72e-05,0.205,0.903,141.081,214667,4,"C major",22,"Pulp"
"90","1wDUCt2Jqcn4qKLnDdkMXh","Different Class / Deluxe Edition","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,51,"Catcliffe Shakedown - demo previously unreleased","49zqXGI2ylv1yB6GR5UbVx",0.401,0.753,"C",-6.886,"major",0.0454,0.0769,3.61e-05,0.1,0.515,138.455,400373,4,"C major",20,"Pulp"
"91","1wDUCt2Jqcn4qKLnDdkMXh","Different Class / Deluxe Edition","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,51,"We Can Dance Again - demo previously unreleased","4WJvG0BrTn1r0beWlDz0X7",0.436,0.77,"C",-5.538,"major",0.115,0.0161,0,0.275,0.669,126.129,229493,4,"C major",20,"Pulp"
"92","1wDUCt2Jqcn4qKLnDdkMXh","Different Class / Deluxe Edition","https://i.scdn.co/image/291f3f5b74b57c369fa31aca22a3d44bdc65df5c","1995-10-30",1995-10-30,51,"Don't Lose It - demo previously unreleased","0asZL7OqU4RXcRoPNBVQ98",0.428,0.574,"C",-6.341,"major",0.126,0.143,0,0.179,0.656,137.225,189027,4,"C major",17,"Pulp"
"93","4qrpudPKkYJbb4KdpN9k9G","Countdown: 1992-1983","https://i.scdn.co/image/885a4c47e046195aa74aa6bb8779fe60ca7057e2","1996-06-03",1996-06-03,26,"Countdown","7b0NZN7OMfzBYvOw12G4G5",0.724,0.717,"C#",-11.569,"major",0.0394,0.00101,0.0148,0.0717,0.904,127.813,281000,4,"C# major",28,"Pulp"
"94","4qrpudPKkYJbb4KdpN9k9G","Countdown: 1992-1983","https://i.scdn.co/image/885a4c47e046195aa74aa6bb8779fe60ca7057e2","1996-06-03",1996-06-03,26,"Death Goes To The Disco","0EYvyoSfbjHE6OLGXLH86F",0.796,0.717,"C",-13.05,"major",0.0417,0.00418,0.303,0.219,0.663,110.399,343067,4,"C major",30,"Pulp"
"95","4qrpudPKkYJbb4KdpN9k9G","Countdown: 1992-1983","https://i.scdn.co/image/885a4c47e046195aa74aa6bb8779fe60ca7057e2","1996-06-03",1996-06-03,26,"My Legendary Girlfriend","0DzPsnlsZir1xr34T4BFHG",0.609,0.556,"C",-15.44,"major",0.0391,0.000124,0.528,0.123,0.75,129.659,411733,4,"C major",15,"Pulp"
"96","4qrpudPKkYJbb4KdpN9k9G","Countdown: 1992-1983","https://i.scdn.co/image/885a4c47e046195aa74aa6bb8779fe60ca7057e2","1996-06-03",1996-06-03,26,"Don't You Want Me Anymore","3OAXmtQXv099iqVV0uHnJa",0.733,0.451,"C#",-14.684,"major",0.0391,0.0734,0.00148,0.188,0.726,121.053,232707,4,"C# major",15,"Pulp"
"97","4qrpudPKkYJbb4KdpN9k9G","Countdown: 1992-1983","https://i.scdn.co/image/885a4c47e046195aa74aa6bb8779fe60ca7057e2","1996-06-03",1996-06-03,26,"She's Dead","17OzayMlBYdd7DplExdBwp",0.486,0.334,"A",-14.287,"major",0.025,0.0538,0.088,0.257,0.403,165.671,304640,4,"A major",14,"Pulp"
"98","4qrpudPKkYJbb4KdpN9k9G","Countdown: 1992-1983","https://i.scdn.co/image/885a4c47e046195aa74aa6bb8779fe60ca7057e2","1996-06-03",1996-06-03,26,"Down By The River","0qcthUMfQGfKSOCU4b90Sl",0.557,0.281,"B",-16.345,"minor",0.0287,0.00847,0.00205,0.153,0.315,106.5,219667,3,"B minor",12,"Pulp"
"99","4qrpudPKkYJbb4KdpN9k9G","Countdown: 1992-1983","https://i.scdn.co/image/885a4c47e046195aa74aa6bb8779fe60ca7057e2","1996-06-03",1996-06-03,26,"I Want You","1mLwBdhytcOUTBKb819LWf",0.375,0.517,"E",-12.107,"major",0.0694,0.302,0,0.198,0.481,94.77,279133,4,"E major",17,"Pulp"
"100","4qrpudPKkYJbb4KdpN9k9G","Countdown: 1992-1983","https://i.scdn.co/image/885a4c47e046195aa74aa6bb8779fe60ca7057e2","1996-06-03",1996-06-03,26,"Being Followed Home","0LRLnIrOtnyjlVe8V2kNhE",0.356,0.454,"D",-13.126,"minor",0.038,0.138,0.000142,0.0609,0.229,133.109,362467,4,"D minor",11,"Pulp"
"101","4qrpudPKkYJbb4KdpN9k9G","Countdown: 1992-1983","https://i.scdn.co/image/885a4c47e046195aa74aa6bb8779fe60ca7057e2","1996-06-03",1996-06-03,26,"Master of the Universe","3iZF8FPlDwlo8u1YPFPFUY",0.403,0.714,"D",-12.443,"minor",0.0339,0.0993,0,0.212,0.656,126.379,200107,4,"D minor",12,"Pulp"
"102","4qrpudPKkYJbb4KdpN9k9G","Countdown: 1992-1983","https://i.scdn.co/image/885a4c47e046195aa74aa6bb8779fe60ca7057e2","1996-06-03",1996-06-03,26,"Don't You Know","4ymP7nk2qxmXc5w8G5Z8lc",0.376,0.633,"A#",-12.629,"major",0.0288,0.0351,8.48e-05,0.149,0.317,101.317,379400,4,"A# major",11,"Pulp"
"103","4qrpudPKkYJbb4KdpN9k9G","Countdown: 1992-1983","https://i.scdn.co/image/885a4c47e046195aa74aa6bb8779fe60ca7057e2","1996-06-03",1996-06-03,26,"They Suffocate At Night","6wo4TAZqcP7BRUMEOjvW0z",0.372,0.574,"A#",-13.156,"major",0.0296,0.182,0.000638,0.12,0.254,101.245,378067,4,"A# major",10,"Pulp"
"104","4qrpudPKkYJbb4KdpN9k9G","Countdown: 1992-1983","https://i.scdn.co/image/885a4c47e046195aa74aa6bb8779fe60ca7057e2","1996-06-03",1996-06-03,26,"Dogs Are Everywhere","4PQpR6lbsghlb0osmAUyxm",0.418,0.341,"E",-13.246,"major",0.0282,0.444,0,0.0841,0.488,94.447,293933,4,"E major",11,"Pulp"
"105","4qrpudPKkYJbb4KdpN9k9G","Countdown: 1992-1983","https://i.scdn.co/image/885a4c47e046195aa74aa6bb8779fe60ca7057e2","1996-06-03",1996-06-03,26,"The Mark of the Devil","4n4fpqNR60boocvWAskS0h",0.344,0.364,"C",-12.005,"major",0.0422,0.0423,0.000682,0.0424,0.565,138.177,276000,4,"C major",10,"Pulp"
"106","4qrpudPKkYJbb4KdpN9k9G","Countdown: 1992-1983","https://i.scdn.co/image/885a4c47e046195aa74aa6bb8779fe60ca7057e2","1996-06-03",1996-06-03,26,"97 Lovers","4cwYjDhEc54xnF1sozRLBt",0.264,0.104,"F",-18.97,"major",0.0301,0.321,0,0.114,0.0542,79.554,270400,3,"F major",9,"Pulp"
"107","4qrpudPKkYJbb4KdpN9k9G","Countdown: 1992-1983","https://i.scdn.co/image/885a4c47e046195aa74aa6bb8779fe60ca7057e2","1996-06-03",1996-06-03,26,"Little Girl (with Blue Eyes)","0OC3ya1cmQytqdQNUvhsLr",0.388,0.331,"A",-13.281,"major",0.0353,0.371,2.9e-05,0.11,0.178,101.374,208907,3,"A major",13,"Pulp"
"108","4qrpudPKkYJbb4KdpN9k9G","Countdown: 1992-1983","https://i.scdn.co/image/885a4c47e046195aa74aa6bb8779fe60ca7057e2","1996-06-03",1996-06-03,26,"Blue Glow","4yDogxtGsCkFDhixfJsLmK",0.431,0.267,"D",-11.714,"minor",0.0385,0.0592,0.0381,0.117,0.473,111.699,186000,4,"D minor",9,"Pulp"
